section	style	japanese	english	total_duration_ns	prompt_tokens	eval_tokens	eval_duration_ns
0b Labels — maker (30)	label_basic	MERCURY（マーキュリー）	Mercury	3503579209	48	2	240777541
0b Labels — maker (30)	label_basic	変態紳士倶楽部	Perverted Gentleman's Club	4712263917	48	7	1438199542
0b Labels — maker (30)	label_basic	ワープエンタテインメント	Warp Entertainment	3793003500	47	4	716930834
0b Labels — maker (30)	label_basic	美人魔女	Beautiful witch	3132664125	45	3	475740125
0b Labels — maker (30)	label_basic	マドンナ	Madonna	2756930833	44	2	252868875
0b Labels — maker (30)	label_basic	ABC/妄想族	ABC/Delusional Tribe	4355201000	46	6	1229861542
0b Labels — maker (30)	label_basic	人妻援護会/エマニエル	Married Woman Support Group/Emanuel	5652291125	51	8	1687694957
0b Labels — maker (30)	label_basic	グラッツコーポレーション	Gratz Corporation	3641752500	46	4	732908751
0b Labels — maker (30)	label_basic	ケイ・エム・プロデュース	K.M. Produce	4708309333	49	6	1208447667
0b Labels — maker (30)	label_basic	プレミアム	Premium	2520494291	43	2	238621500
0b Labels — maker (30)	label_basic	ワンズファクトリー	Once Factory	3390044666	46	3	486775001
0b Labels — maker (30)	label_basic	人妻花園劇場	Married Woman Hanazono Theater	4321154667	46	7	1439858042
0b Labels — maker (30)	label_basic	エムズビデオグループ	Mews Video Group	3841844167	46	5	961759375
0b Labels — maker (30)	label_basic	ハヤブサ	Peregrine falcon	3633290625	45	5	957524125
0b Labels — maker (30)	label_basic	ゴールド/妄想族	Gold/Delusion Tribe	4075590250	46	6	1207928041
0b Labels — maker (30)	label_basic	マドンナ(Madonna)	Madonna	3305080334	47	2	241790625
0b Labels — maker (30)	label_basic	ピーターズMAX	Peter's MAX	3620980125	45	5	966443748
0b Labels — maker (30)	label_basic	宇宙企画	Space planning	2933924791	44	3	478250584
0b Labels — maker (30)	label_basic	ディープス	Deep's	3178138125	44	4	718833499
0b Labels — maker (30)	label_basic	スタイルアート/妄想族	Style Art/Imagination Tribe	4703365750	48	7	1431386790
0b Labels — maker (30)	label_basic	カルマ	Karma	2736622875	43	2	320329375
0b Labels — maker (30)	label_basic	ヒビノ	Crack	2682814209	44	2	257661208
0b Labels — maker (30)	label_basic	美	Beauty	2311710167	42	2	250910708
0b Labels — maker (30)	label_basic	ゴールドバグ/妄想族	Gold Bug / Delusional Tribe	4756684000	48	7	1451543917
0b Labels — maker (30)	label_basic	ペロンゲリオン	Perongelion	3860869083	46	5	962531708
0b Labels — maker (30)	label_basic	未満	Under	2566728834	43	2	243722334
0b Labels — maker (30)	label_basic	ミスター・インパクト	Mr. Impact	3412732083	45	4	726703751
0b Labels — maker (30)	label_basic	アキノリ	Autumn play	3169700291	45	3	481241458
0b Labels — publisher (30)	label_basic	溜池ゴロー	Gorō Tameike	4066269708	46	6	1214358250
0b Labels — publisher (30)	label_basic	ドッグイア	Dog ear	3151612417	45	3	481651250
0b Labels — publisher (30)	label_basic	人妻援護会/エマニエル	Married Woman Support Group / Emmanuel	5362696958	51	7	1446622418
0b Labels — publisher (30)	label_basic	タブレット	Tablet	2708017833	44	2	240852875
0b Labels — publisher (30)	label_basic	真実	Truth	2507144375	43	2	237929833
0b Labels — publisher (30)	label_basic	ナンパJAPAN	Nampa JAPAN	3604833292	46	4	718931417
0b Labels — publisher (30)	label_basic	million（ミリオン）	million	3118151209	46	2	240751792
0b Labels — publisher (30)	label_basic	本中	This document	2749636459	43	3	478898667
0b Labels — publisher (30)	label_basic	オールアダルトジャパン	All Adult Japan	3396496375	45	4	730490958
0b Labels — publisher (30)	label_basic	SWITCH（ヒビノ）	SWITCH (Hibino)	4740037291	47	7	1455325583
0b Labels — publisher (30)	label_basic	暴夢	Abnome	2989916166	44	3	491860083
0b Labels — publisher (30)	label_basic	セレブの友	Celebrity friend	3646093042	46	4	735132792
0b Labels — publisher (30)	label_basic	雷	Thunder	2310463208	42	2	240678959
0b Labels — publisher (30)	label_basic	ダスッ！	Thwack!	3653656625	45	5	968162541
0b Labels — publisher (30)	label_basic	25時	12 midnight	3425865459	45	4	732486333
0b Labels — publisher (30)	label_basic	マジッククオリティ	Magic quality	3587898167	47	3	491463750
0b Labels — publisher (30)	label_basic	ズッコン/バッコン	Full throttle/Full blast	4717710458	49	6	1216331125
0b Labels — publisher (30)	label_basic	BAZOOKA（バズーカ）	Bazooka	4397187875	51	3	491960167
0b Labels — publisher (30)	label_basic	不貞女情	Adultery	3405085917	45	4	722482709
0b Labels — publisher (30)	label_basic	美人魔女	Beautiful witch	3158158500	45	3	488105042
0b Labels — publisher (30)	label_basic	S級素人	S-class amateur	3647346500	45	5	963797875
0b Labels — publisher (30)	label_basic	おっぱい祭り	Breast festival	2950827250	44	3	481418333
0b Labels — publisher (30)	label_basic	お母さん.com（ABC/妄想族）	Mother.com (ABC/Delusional Tribe)	6542365166	53	11	2422215917
0b Labels — publisher (30)	label_basic	エントリー	Entry	2505221375	43	2	240746167
0b Labels — publisher (30)	label_basic	プラチナ	Platinum	2509910166	43	2	240669458
0b Labels — publisher (30)	label_basic	だましや	Trickery	3280378208	44	3	574353041
0b Labels — publisher (30)	label_basic	裸婦趣向	Nude fetishism	3960036875	46	5	1010799415
0b Labels — publisher (30)	label_basic	きれいなお姉さんは好きですか	Do you like pretty older sisters?	5054139208	48	8	1693828832
0b Labels — publisher (30)	label_basic	マゾマン	Masochist	3257660167	44	4	738981167
0b Labels — publisher (30)	label_basic	INCEST（ヴィーナス）	Incest (Venus)	4539138000	48	6	1219581332
0b Labels — series (30)	label_basic	超高級●cup爆乳メイド	Ultra-luxury cup busty maid	4997653250	48	8	1708963125
0b Labels — series (30)	label_basic	シン・ルーインドオーガズム	Shin Ruined Orgasm	4530247208	48	6	1219619833
0b Labels — series (30)	label_basic	学校でセックスしよっ	Let's have sex at school	4808819375	47	8	1710273084
0b Labels — series (30)	label_basic	いいなり露出温泉	Good-natured open-air hot spring	4644039208	45	9	1950767042
0b Labels — series (30)	label_basic	揺れまくりぷるるんおっぱい激突きFUCK	Bouncing, jiggly breasts, intense thrusting, FUCK	8100939208	56	14	3137424414
0b Labels — series (30)	label_basic	犯された人妻女教師	The assaulted married female teacher	4349741167	48	6	1208366084
0b Labels — series (30)	label_basic	体内の精子をすべて抜き取るSEX	SEX that removes all sperm from the body	5684805834	50	9	1926988208
0b Labels — series (30)	label_basic	淫らな肉体	Lewd body	4286024666	47	4	715299709
0b Labels — series (30)	label_basic	おっきいチンポでバコバコ！	Big dick, bang bang!	5670330667	52	7	1493922707
0b Labels — series (30)	label_basic	ドキドキ露出SEX	Heart-pounding revealing sex	4410340625	46	7	1446617083
0b Labels — series (30)	label_basic	奴隷色のステージ	Slave-colored stage	3930439833	46	5	962631583
0b Labels — series (30)	label_basic	出張マッサージで際どい所を何度も刺激され	Being repeatedly stimulated in suggestive areas during a massage	6818909167	54	10	2212725460
0b Labels — series (30)	label_basic	禁断介護	Forbidden caregiving	3482916958	45	4	736321416
0b Labels — series (30)	label_basic	AVを見ようと思ったら店員が○○	When I was about to watch adult videos, the store clerk was...	7261490208	50	15	3460994957
0b Labels — series (30)	label_basic	童貞の僕をちっぱいで誘惑してくる！？	Are you going to seduce me, a virgin, with your cleavage?	8094270625	54	15	3459829251
0b Labels — series (30)	label_basic	彼女の親友のギャルから逆NTR性交	Reverse NTR sex with her best friend's gyaru	7593856375	55	12	2734245291
0b Labels — series (30)	label_basic	美神	Beautiful goddess	2857379000	43	3	502083417
0b Labels — series (30)	label_basic	鉄フックマ○コ引き裂き失禁拷問	Iron hook masturbation tearing incontinence torture	6994972250	55	8	2108431626
0b Labels — series (30)	label_basic	痴女ハーレム	Slut harem	3776965292	47	4	748834334
0b Labels — series (30)	label_basic	美脚○○の甘い誘惑	The sweet temptation of beautiful legs	5195947167	49	7	1512647874
0b Labels — series (30)	label_basic	女子校生はバックで膣奥出しが大好き！	Girls' school students love having their vaginas shown from behind!	8049965542	54	14	3262939751
0b Labels — series (30)	label_basic	家出少女とオジサンの小さな恋の物語	A Little Love Story Between a Runaway Girl and an Old Man	7831819375	53	14	3279629085
0b Labels — series (30)	label_basic	毎日泊まりに来る彼氏持ちの女友達から無自覚に誘惑され…	Being unconsciously seduced by my female friend who has a boyfriend and stays over every night...	10786016500	62	18	4307040542
0b Labels — series (30)	label_basic	寸止め淫語パイズリ最後はもの凄い挟射	A final, incredible ejaculation with suggestive words and finger play	7618653250	54	12	2804215125
0b Labels — series (30)	label_basic	SEX中の無防備なアナルが丸見え性交ベスト	A sex best that exposes your vulnerable anus during intercourse	7794064375	56	11	2555511042
0b Labels — series (30)	label_basic	意識朦朧激ハードピストンSEX	Consciousness fading, intense hard piston sex	6478558334	50	10	2539383252
0b Labels — series (30)	label_basic	脅迫スイートルーム	Blackmail suite	3953875292	47	4	772574999
0b Labels — series (30)	label_basic	FALENO総集編	FALENO Compilation	4141295958	46	5	1034637665
0b Labels — series (30)	label_basic	オスガズム	Orgasm	3500813958	45	3	523054291
0b Labels — series (30)	label_basic	僕が先に好きだったのに…	I liked you first...	4842465625	48	6	1294208292
